pgNo,startX,startY,endX,endY,w,h,fntSize,txtColor,txtFnt,pgW,pgH,topMargin,bottomMargin,leftMargin,rightMargin,o,docName,label
1,359.97,145.98,370.62,150.1,10.65,4.12,11.17,-16777216,AAAAAA+Verdana,595,841,145.98,690.9,359.97,224.38,TC,Boparais.pdf,Undefined
1,370.6,145.98,402.08,150.1,31.48,4.12,11.17,-16777216,AAAAAA+Verdana,595,841,145.98,690.9,370.6,192.92,110668,Boparais.pdf,Undefined
1,254.7,163.38,387.31,167.5,132.61,4.12,11.17,-16777216,AAAAAA+Verdana,595,841,163.38,673.5,254.7,207.69,GST No. : - 27AAACB9810G1ZT,Boparais.pdf,GSTIN
1,45.05,154.23,93.85,157.95,48.8,3.72,10.24,-16777216,"AAAAAB+Verdana,Bold",595,841,154.23,683.05,45.05,501.15,Tax Invoice,Boparais.pdf,Undefined
1,38.3,195.37,40.89,198.45,2.59,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,195.37,642.55,38.3,554.11,I,Boparais.pdf,Undefined
1,40.89,195.37,48.37,198.45,7.48,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,195.37,642.55,40.89,546.63,nv,Boparais.pdf,Undefined
1,48.4,195.37,72.29,198.45,23.89,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,195.37,642.55,48.4,522.71,. Date :,Boparais.pdf,Undefined
1,106.45,195.6,153.09,198.9,46.64,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,195.6,642.1,106.45,441.91,1/6/2019,Boparais.pdf,Inv_date
1,38.3,180.87,40.89,183.95,2.59,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,180.87,657.05,38.3,554.11,I,Boparais.pdf,Undefined
1,40.89,180.87,48.37,183.95,7.48,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,180.87,657.05,40.89,546.63,nv,Boparais.pdf,Undefined
1,48.4,180.87,68.33,183.95,19.93,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,180.87,657.05,48.4,526.67,. No. :,Boparais.pdf,Undefined
1,307,182.85,332.98,186.15,25.98,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,182.85,654.85,307,262.02,W/O No,Boparais.pdf,Undefined
1,387,182.73,389.99,186.45,2.99,3.72,10.24,-16777216,"AAAAAB+Verdana,Bold",595,841,182.73,654.55,387,205.01,:,Boparais.pdf,Undefined
1,395.8,199.1,449.31,202.4,53.51,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,199.1,638.6,395.8,145.69,1/5/2019,Boparais.pdf,Undefined
1,449.31,199.1,509.61,202.4,60.3,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,199.1,638.6,449.31,85.39,TO     31/05/2019,Boparais.pdf,Undefined
1,307,199.1,319.24,202.4,12.24,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,199.1,638.6,307,275.76,Bill,Boparais.pdf,Undefined
1,319.24,199.1,339.68,202.4,20.44,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,199.1,638.6,319.24,255.32,Period,Boparais.pdf,Undefined
1,387,198.98,389.99,202.7,2.99,3.72,10.24,-16777216,"AAAAAB+Verdana,Bold",595,841,198.98,638.3,387,205.01,:,Boparais.pdf,Undefined
1,395.8,215.35,405.06,218.65,9.26,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,215.35,622.35,395.8,189.94,DE,Boparais.pdf,Undefined
1,405.06,215.35,452.41,218.65,47.35,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,215.35,622.35,405.06,142.59,TAILS ATTACH,Boparais.pdf,Undefined
1,307,215.35,319.24,218.65,12.24,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,215.35,622.35,307,275.76,Bill,Boparais.pdf,Undefined
1,319.24,215.35,346.29,218.65,27.05,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,215.35,622.35,319.24,248.71,Towards,Boparais.pdf,Undefined
1,387,215.23,389.99,218.95,2.99,3.72,10.24,-16777216,"AAAAAB+Verdana,Bold",595,841,215.23,622.05,387,205.01,:,Boparais.pdf,Undefined
1,106.45,181.1,176.92,184.4,70.47,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,181.1,656.6,106.45,418.08,BMS05/19-20/205,Boparais.pdf,Inv_Num
1,303.65,237.02,319.42,240.1,15.77,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,303.65,275.58,Ship,Boparais.pdf,Undefined
1,319.42,237.02,328.45,240.1,9.03,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,319.42,266.55,To,Boparais.pdf,Undefined
1,328.45,237.02,331.24,240.1,2.79,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,328.45,263.76,:,Boparais.pdf,Undefined
1,303.65,251.75,363.25,255.05,59.6,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,251.75,585.95,303.65,231.75,HDFC BANK LTD,Boparais.pdf,Undefined
1,38.3,251.75,114.87,255.05,76.57,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,251.75,585.95,38.3,480.13,M/s HDFC BANK LTD,Boparais.pdf,Undefined
1,38.3,266.3,42.81,269.6,4.51,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,38.3,552.19,A,Boparais.pdf,Undefined
1,42.81,266.3,94.03,269.6,51.22,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,42.81,500.97,LOKA COTTAGE,Boparais.pdf,Undefined
1,93.9,266.3,98.7,269.6,4.8,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,93.9,496.3,",,",Boparais.pdf,Undefined
1,98.7,266.3,107.4,269.6,8.7,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,98.7,487.6,BE,Boparais.pdf,Undefined
1,107.4,266.3,180.15,269.6,72.75,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,107.4,414.85,LOW SCANDAL POINT,Boparais.pdf,Undefined
1,180.2,266.3,182.6,269.6,2.4,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,180.2,412.4,",",Boparais.pdf,Undefined
1,38.3,275.9,123.76,279.2,85.46,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,275.9,561.8,38.3,471.24,"THE MALL ROAD,SHIMLA,",Boparais.pdf,Undefined
1,38.3,285.5,64.3,288.8,26,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,285.5,552.2,38.3,530.7,SHIMLA,Boparais.pdf,Undefined
1,38.3,304.7,130.75,308,92.45,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,304.7,533,38.3,464.25,GST No. : 02AAACH2702H1,Boparais.pdf,Undefined
1,130.6,304.7,139.67,308,9.07,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,304.7,533,130.6,455.33,ZC,Boparais.pdf,Undefined
1,38.3,314.3,79.58,317.6,41.28,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,38.3,515.42,GST State :,Boparais.pdf,Undefined
1,79.45,314.3,116.27,317.6,36.82,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,79.45,478.73,Himachal P,Boparais.pdf,Undefined
1,116.27,314.3,140.94,317.6,24.67,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,116.27,454.06,radesh,Boparais.pdf,Undefined
1,140.9,314.3,155.29,317.6,14.39,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,140.9,439.71,-2,Boparais.pdf,Undefined
1,38.3,237.02,49.7,240.1,11.4,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,38.3,545.3,Bill,Boparais.pdf,Undefined
1,49.7,237.02,58.74,240.1,9.04,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,49.7,536.26,To,Boparais.pdf,Undefined
1,58.65,237.02,61.44,240.1,2.79,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,237.02,600.9,58.65,533.56,:,Boparais.pdf,Undefined
1,303.65,266.3,308.16,269.6,4.51,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,303.65,286.84,A,Boparais.pdf,Undefined
1,308.16,266.3,359.38,269.6,51.22,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,308.16,235.62,LOKA COTTAGE,Boparais.pdf,Undefined
1,359.25,266.3,364.05,269.6,4.8,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,359.25,230.95,",,",Boparais.pdf,Undefined
1,364.05,266.3,372.75,269.6,8.7,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,364.05,222.25,BE,Boparais.pdf,Undefined
1,372.75,266.3,445.5,269.6,72.75,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,372.75,149.5,LOW SCANDAL POINT,Boparais.pdf,Undefined
1,445.55,266.3,447.95,269.6,2.4,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,266.3,571.4,445.55,147.05,",",Boparais.pdf,Undefined
1,303.65,275.9,389.11,279.2,85.46,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,275.9,561.8,303.65,205.89,"THE MALL ROAD,SHIMLA,",Boparais.pdf,Undefined
1,303.65,285.5,329.65,288.8,26,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,285.5,552.2,303.65,265.35,SHIMLA,Boparais.pdf,Undefined
1,303.65,295.1,375.76,298.4,72.11,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,295.1,542.6,303.65,219.24,"HIMACHAL PRADESH,",Boparais.pdf,Undefined
1,303.65,304.7,393.7,308,90.05,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,304.7,533,303.65,201.3,GST No : 02AAACH2702H1,Boparais.pdf,Undefined
1,393.55,304.7,402.62,308,9.07,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,304.7,533,393.55,192.38,ZC,Boparais.pdf,Undefined
1,303.65,314.3,344.93,317.6,41.28,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,303.65,250.07,GST State :,Boparais.pdf,Undefined
1,344.8,314.3,381.62,317.6,36.82,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,344.8,213.38,Himachal P,Boparais.pdf,Undefined
1,381.62,314.3,406.29,317.6,24.67,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,381.62,188.71,radesh,Boparais.pdf,Undefined
1,406.25,314.3,420.64,317.6,14.39,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,314.3,523.4,406.25,174.36,-2,Boparais.pdf,Undefined
1,324.15,325.07,341.74,328.15,17.59,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,325.07,512.85,324.15,253.26,Daily,Boparais.pdf,Undefined
1,341.74,325.07,355.7,328.15,13.96,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,325.07,512.85,341.74,239.3,Rate,Boparais.pdf,Undefined
1,335,343.27,344.8,346.35,9.8,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,343.27,494.65,335,250.2,[B],Boparais.pdf,Undefined
1,281.2,325.07,299.23,328.15,18.03,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,325.07,512.85,281.2,295.77,Qty /,Boparais.pdf,Undefined
1,279.35,334.17,298.95,337.25,19.6,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,334.17,503.75,279.35,296.05,Duties,Boparais.pdf,Undefined
1,284.25,343.27,294.04,346.35,9.79,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,343.27,494.65,284.25,300.96,[A],Boparais.pdf,Undefined
1,58.6,326.52,90.88,329.6,32.28,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,58.6,504.12,Particulars,Boparais.pdf,Undefined
1,40.25,326.52,51.49,329.6,11.24,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,40.25,543.51,Sr.,Boparais.pdf,Undefined
1,39.5,335.62,50.07,338.7,10.57,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,335.62,502.3,39.5,544.93,No.,Boparais.pdf,Undefined
1,439.15,326.52,464.56,329.6,25.41,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,439.15,130.44,Taxable,Boparais.pdf,Undefined
1,438.75,335.62,462.88,338.7,24.13,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,335.62,502.3,438.75,132.12,Amount,Boparais.pdf,Undefined
1,437.2,344.72,464.44,347.8,27.24,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,344.72,493.2,437.2,130.56,[A*B]+C,Boparais.pdf,Undefined
1,229,326.52,245.22,329.6,16.22,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,229,349.78,HSN/,Boparais.pdf,Undefined
1,245.2,326.52,260.02,329.6,14.82,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,245.2,334.98,SAC,Boparais.pdf,Undefined
1,235.7,335.62,251.22,338.7,15.52,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,335.62,502.3,235.7,343.78,Code,Boparais.pdf,Undefined
1,517.8,326.52,533.15,329.6,15.35,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,326.52,511.4,517.8,61.85,IGST,Boparais.pdf,Undefined
1,489.55,341.02,503.51,344.1,13.96,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,341.02,496.9,489.55,91.49,Rate,Boparais.pdf,Undefined
1,532.25,341.02,556.38,344.1,24.13,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,341.02,496.9,532.25,38.62,Amount,Boparais.pdf,Undefined
1,384.05,325.07,403.66,328.15,19.61,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,325.07,512.85,384.05,191.34,Other,Boparais.pdf,Undefined
1,380.2,334.17,405.41,337.25,25.21,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,334.17,503.75,380.2,189.59,Charges,Boparais.pdf,Undefined
1,387.85,343.27,397.73,346.35,9.88,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,343.27,494.65,387.85,197.27,[C],Boparais.pdf,Undefined
1,43.25,371.42,49.33,374.5,6.08,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,43.25,545.67,1,Boparais.pdf,Undefined
1,342.1,371.42,366.06,374.5,23.96,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,342.1,228.94,411.45,Boparais.pdf,Undefined
1,278.75,371.42,306.62,374.5,27.87,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,278.75,288.38,1333,Boparais.pdf,Undefined
1,223.9,371.42,247.37,374.5,23.47,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,223.9,347.63,998525,Boparais.pdf,Undefined
1,442.05,371.42,477.74,374.5,35.69,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,442.05,117.26,548465,Boparais.pdf,Undefined
1,480.55,371.42,500.6,374.5,20.05,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,480.55,94.4,18,Boparais.pdf,Undefined
1,515.35,371.42,547.13,374.5,31.78,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.42,466.5,515.35,47.87,98723.7,Boparais.pdf,Undefined
1,57.15,371.47,124.28,374.55,67.13,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,371.47,466.45,57.15,470.72,FACILITY ATTENDANT,Boparais.pdf,Undefined
1,57.15,380.57,69.89,383.65,12.74,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,380.57,457.35,57.15,525.11,No.,Boparais.pdf,Undefined
1,69.9,380.57,79.07,383.65,9.17,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,380.57,457.35,69.9,515.93,Of,Boparais.pdf,Undefined
1,79.07,380.57,101.92,383.65,22.85,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,380.57,457.35,79.07,493.08,Person,Boparais.pdf,Undefined
1,101.9,380.57,124.74,383.65,22.84,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,380.57,457.35,101.9,470.26,: 43.00,Boparais.pdf,Undefined
1,57.15,389.67,73.28,392.75,16.13,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,389.67,448.25,57.15,521.72,Rate,Boparais.pdf,Undefined
1,73.2,389.67,107.78,392.75,34.58,3.08,8.33,-16777216,AAAAAA+Verdana,595,841,389.67,448.25,73.2,487.22,: 12755.00,Boparais.pdf,Undefined
1,532.9,606.55,570.39,609.85,37.49,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,606.55,231.15,532.9,24.61,98723.7,Boparais.pdf,Undefined
1,435.4,606.55,477.58,609.85,42.18,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,606.55,231.15,435.4,117.42,548465,Boparais.pdf,Undefined
1,307.45,606.6,366.08,609.9,58.63,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,606.6,231.1,307.45,228.92,TOTAL AMOUNT,Boparais.pdf,Undefined
1,36.85,629.9,107.7,633.2,70.85,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,629.9,207.8,36.85,487.3,PF No. : MH/22879,Boparais.pdf,Undefined
1,36.85,639.5,164.03,642.8,127.18,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,639.5,198.2,36.85,430.97,ESI No. : 34-00-006069-000-1018,Boparais.pdf,Undefined
1,36.85,649.1,123.63,652.4,86.78,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,649.1,188.6,36.85,471.37,PAN No. : AAACB9810G,Boparais.pdf,Undefined
1,36.85,658.7,237.62,662,200.77,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,658.7,179,36.85,357.38,AMOUNT OF TAX SUBJECT TO REVERSE CHARGES - NO,Boparais.pdf,Undefined
1,446.4,629.85,479.14,633.15,32.74,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,629.85,207.85,446.4,115.86,NET AMT,Boparais.pdf,Undefined
1,518.15,629.85,570.55,633.15,52.4,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,629.85,207.85,518.15,24.45,"     5,48,465.00",Boparais.pdf,Undefined
1,432.3,642.9,479.1,646.2,46.8,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,642.9,194.8,432.3,115.9,IGST @ 18%,Boparais.pdf,Undefined
1,522.45,642.9,570.58,646.2,48.13,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,642.9,194.8,522.45,24.42,"98,723.70",Boparais.pdf,Undefined
1,435.45,655.95,479.1,659.25,43.65,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,655.95,181.75,435.45,115.9,ROUND OFF,Boparais.pdf,Undefined
1,532.45,655.95,570.68,659.25,38.23,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,655.95,181.75,532.45,24.32,0.3,Boparais.pdf,Undefined
1,507.2,671.78,570.38,675.5,63.18,3.72,10.24,-16777216,"AAAAAB+Verdana,Bold",595,841,671.78,165.5,507.2,24.62,"     6,47,189.00",Boparais.pdf,Amount
1,451.75,671.2,495.07,674.5,43.32,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,671.2,166.5,451.75,99.93,Grand Total,Boparais.pdf,Undefined
1,36.85,671.15,117.76,674.45,80.91,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,671.15,166.55,36.85,477.24,RUPEES  SIX LAKHS  FO,Boparais.pdf,Undefined
1,117.76,671.15,315.49,674.45,197.73,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,671.15,166.55,117.76,279.51,RTY-SEVEN THOUSAND ONE HUNDRED EIGHTY-NINE ONLY,Boparais.pdf,Undefined
1,403.15,700.15,570.47,703.45,167.32,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,700.15,137.55,403.15,24.53,For BOPARAIS MARTIAL SECURITY PVT. LTD.,Boparais.pdf,Undefined
1,500.7,765.45,570.5,768.75,69.8,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,765.45,72.25,500.7,24.5,Authorised Signatory,Boparais.pdf,Undefined
1,36.85,720.5,41.79,723.8,4.94,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,720.5,117.2,36.85,553.21,N,Boparais.pdf,Undefined
1,41.79,720.5,55.07,723.8,13.28,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,720.5,117.2,41.79,539.93,OTE,Boparais.pdf,Undefined
1,55.05,720.5,113.14,723.8,58.09,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,720.5,117.2,55.05,481.86,: ANY DISPUTES/,Boparais.pdf,Undefined
1,113.1,720.5,144.44,723.8,31.34,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,720.5,117.2,113.1,450.56,CLARIFIC,Boparais.pdf,Undefined
1,144.44,720.5,222.53,723.8,78.09,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,720.5,117.2,144.44,372.47,ATION WE SHOULD BE,Boparais.pdf,Undefined
1,36.85,730.1,41.79,733.4,4.94,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,730.1,107.6,36.85,553.21,N,Boparais.pdf,Undefined
1,41.79,730.1,81.87,733.4,40.08,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,730.1,107.6,41.79,513.13,OTIFIED IN,Boparais.pdf,Undefined
1,81.9,730.1,88.42,733.4,6.52,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,730.1,107.6,81.9,506.58,7,Boparais.pdf,Undefined
1,88.4,730.1,129.52,733.4,41.12,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,730.1,107.6,88.4,465.48,WORKING D,Boparais.pdf,Undefined
1,129.52,730.1,142.36,733.4,12.84,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,730.1,107.6,129.52,452.64,AYS,Boparais.pdf,Undefined
1,36.85,700.2,203.84,703.5,166.99,3.3,9.07,-16777216,"AAAAAB+Verdana,Bold",595,841,700.2,137.5,36.85,391.16,Issued Under Section 31(1) of GST ACT 2017,Boparais.pdf,Undefined
1,336.9,786.07,340.88,789.65,3.98,3.58,9.76,-16777216,AAAAAC+Arial,595,841,786.07,51.35,336.9,254.12,1,Boparais.pdf,Undefined
1,281.9,787.2,305.75,790.5,23.85,3.3,8.94,-16777216,AAAAAA+Verdana,595,841,787.2,50.5,281.9,289.25,page #,Boparais.pdf,Undefined
2,48.96,61.31,51.38,64.32,2.42,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,48.96,790.0600024,S,Boparais.pdf,Undefined
2,51.36,61.31,54.22,64.32,2.86,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,51.36,787.2200024,R,Boparais.pdf,Undefined
2,53.76,61.31,55.09,64.32,1.33,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,53.76,786.3500024,.,Boparais.pdf,Undefined
2,56.16,61.31,59.57,64.32,3.41,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,56.16,781.8700024,N,Boparais.pdf,Undefined
2,59.04,61.31,62.54,64.32,3.5,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,59.04,778.9000024,O,Boparais.pdf,Undefined
2,62.4,61.31,63.73,64.32,1.33,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,62.4,777.7100024,.,Boparais.pdf,Undefined
2,53.76,61.31,56.63,64.32,2.87,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,53.76,784.8100024,B,Boparais.pdf,Undefined
2,56.16,61.31,57.37,64.32,1.21,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,56.16,784.0700024,i,Boparais.pdf,Undefined
2,57.12,61.31,58.33,64.32,1.21,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,57.12,783.1100024,l,Boparais.pdf,Undefined
2,58.08,61.31,59.29,64.32,1.21,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,58.08,782.1500024,l,Boparais.pdf,Undefined
2,60,61.31,61.61,64.32,1.61,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,60,779.8300024,f,Boparais.pdf,Undefined
2,61.44,61.31,64.22,64.32,2.78,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,61.44,777.2200024,o,Boparais.pdf,Undefined
2,63.84,61.31,65.68,64.32,1.84,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,63.84,775.7600024,r,Boparais.pdf,Undefined
2,66.24,61.31,68,64.32,1.76,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,66.24,773.4400024,t,Boparais.pdf,Undefined
2,67.68,61.31,70.45,64.32,2.77,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,67.68,770.9900024,h,Boparais.pdf,Undefined
2,70.08,61.31,72.7,64.32,2.62,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,70.08,768.7400024,e,Boparais.pdf,Undefined
2,73.44,61.31,77.65,64.32,4.21,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,73.44,763.7900024,m,Boparais.pdf,Undefined
2,77.28,61.31,80.06,64.32,2.78,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,77.28,761.3800024,o,Boparais.pdf,Undefined
2,79.68,61.31,82.45,64.32,2.77,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,79.68,758.9900024,n,Boparais.pdf,Undefined
2,82.08,61.31,83.84,64.32,1.76,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,82.08,757.6000024,t,Boparais.pdf,Undefined
2,83.52,61.31,86.29,64.32,2.77,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,83.52,755.1500024,h,Boparais.pdf,Undefined
2,86.88,61.31,89.66,64.32,2.78,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,86.88,751.7800024,o,Boparais.pdf,Undefined
2,89.28,61.31,90.89,64.32,1.61,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.31,530.8800122,89.28,750.5500024,f,Boparais.pdf,Undefined
2,102.72,61.79,106.13,64.8,3.41,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,102.72,735.3100024,N,Boparais.pdf,Undefined
2,105.6,61.79,108.13,64.8,2.53,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,105.6,733.3100024,a,Boparais.pdf,Undefined
2,108,61.79,112.21,64.8,4.21,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,108,729.2300024,m,Boparais.pdf,Undefined
2,111.84,61.79,114.46,64.8,2.62,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,111.84,726.9800024,e,Boparais.pdf,Undefined
2,115.2,61.79,117.98,64.8,2.78,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,115.2,723.4600024,o,Boparais.pdf,Undefined
2,117.6,61.79,119.21,64.8,1.61,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,117.6,722.2300024,f,Boparais.pdf,Undefined
2,120,61.79,121.76,64.8,1.76,3.01,6.02,-16777216,Calibri,841.4400024,595.2000122,61.79,530.4000122,120,719.6800024,t,Boparais.pdf,Undefined
